02051,404,"ΑΡΓΟΛΙΔΑΣ ΝΕΑΣ ΚΙΟΥ"
02052,321,"ΑΡΓΟΛΙΔΑΣ ΝΕΑΣ ΤΙΡΥΝΘΟΣ"
02053,64,"ΑΡΓΟΛΙΔΑΣ ΝΕΟΥ ΗΡΑΙΟΥ"
02054,77,"ΑΡΓΟΛΙΔΑΣ ΝΕΟΥ ΡΟΕΙΝΟΥ"
02058,65,"ΑΡΓΟΛΙΔΑΣ ΠΥΡΓΕΛΛΑΣ"
02059,87,"ΑΡΓΟΛΙΔΑΣ ΠΥΡΓΙΩΤΙΚΩΝ"
02060,147,"ΑΡΓΟΛΙΔΑΣ ΣΚΑΦΙΔΑΚΙΟΥ"
02064,490,"ΑΡΓΟΛΙΔΑΣ ΤΟΛΟΥ"
03008,132,"ΑΡΚΑΔΙΑΣ ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ"
03027,461,"ΑΡΚΑΔΙΑΣ ΑΣΤΡΟΥΣ"
03054,182,"ΑΡΚΑΔΙΑΣ ΔΟΛΙΑΝΩΝ"
03144,101,"ΑΡΚΑΔΙΑΣ ΜΕΡΚΟΒΟΥΝΙΟΥ"
03157,310,"ΑΡΚΑΔΙΑΣ ΞΗΡΟΠΗΓΑΔΟΥ"
03169,707,"ΑΡΚΑΔΙΑΣ ΠΑΡΑΛΙΟΥ ΑΣΤΡΟΥΣ"
03210,65,"ΑΡΚΑΔΙΑΣ ΣΚΟΠΗΣ"
03225,6107,"ΑΡΚΑΔΙΑΣ ΤΡΙΠΟΛΕΩΣ"
04010,4714,"ΑΡΤΑΣ ΑΡΤΑΙΩΝ"
04014,106,"ΑΡΤΑΣ ΒΛΑΧΕΡΝΗΣ"
04029,191,"ΑΡΤΑΣ ΚΑΜΠΗΣ"
04060,72,"ΑΡΤΑΣ ΠΑΝΤΑΝΑΣΗΣ (ΠΑΝΤΑΝΑΣΣΗΣ)"
04063,889,"ΑΡΤΑΣ ΠΕΤΑ"
04080,641,"ΑΡΤΑΣ ΦΙΛΟΘΕΗΣ"
05001,3015,"ΑΤΤΙΚΗΣ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ"
05002,10931,"ΑΤΤΙΚΗΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ"
05003,10966,"ΑΤΤΙΚΗΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ"
05004,3416,"ΑΤΤΙΚΗΣ ΑΓΙΟΥ ΙΩΑΝΝΟΥ ΡΕΝΤΗ"
05006,2124,"ΑΤΤΙΚΗΣ ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ"
05007,4927,"ΑΤΤΙΚΗΣ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ"
05010,1154,"ΑΤΤΙΚΗΣ ΑΙΑΝΤΕΙΟΥ"
05011,8574,"ΑΤΤΙΚΗΣ ΑΙΓΑΛΕΩ"
05013,7635,"ΑΤΤΙΚΗΣ ΑΛΙΜΟΥ"
05014,19116,"ΑΤΤΙΚΗΣ ΑΜΑΡΟΥΣΙΟΥ"
05015,774,"ΑΤΤΙΚΗΣ ΑΜΠΕΛΑΚΙΩΝ"
05017,197,"ΑΤΤΙΚΗΣ ΑΝΘΟΥΣΗΣ"
05018,1051,"ΑΤΤΙΚΗΣ ΑΝΟΙΞΕΩΣ"
05020,7082,"ΑΤΤΙΚΗΣ ΑΝΩ ΛΙΟΣΙΩΝ"
05022,4836,"ΑΤΤΙΚΗΣ ΑΡΓΥΡΟΥΠΟΛΕΩΣ"
05023,4067,"ΑΤΤΙΚΗΣ ΑΡΤΕΜΙΔΟΣ (ΛΟΥΤΣΑ)"
05025,3364,"ΑΤΤΙΚΗΣ ΑΣΠΡΟΠΥΡΓΟΥ"
05028,17561,"ΑΤΤΙΚΗΣ ΑΧΑΡΝΩΝ"
05030,3353,"ΑΤΤΙΚΗΣ ΒΑΡΗΣ"
05033,5371,"ΑΤΤΙΚΗΣ ΒΟΥΛΑΣ"
05034,789,"ΑΤΤΙΚΗΣ ΒΟΥΛΙΑΓΜΕΝΗΣ"
05035,6372,"ΑΤΤΙΚΗΣ ΒΡΙΛΗΣΙΩΝ"
05036,8898,"ΑΤΤΙΚΗΣ ΒΥΡΩΝΟΣ"
05038,8579,"ΑΤΤΙΚΗΣ ΓΑΛΑΤΣΙΟΥ"
05039,9094,"ΑΤΤΙΚΗΣ ΓΕΡΑΚΑ"
05040,2747,"ΑΤΤΙΚΗΣ ΓΛΥΚΩΝ ΝΕΡΩΝ"
05041,17283,"ΑΤΤΙΚΗΣ ΓΛΥΦΑΔΑΣ"
05043,3686,"ΑΤΤΙΚΗΣ ΔΑΦΝΗΣ"
05044,1329,"ΑΤΤΙΚΗΣ ΔΙΟΝΥΣΟΥ"
05045,3054,"ΑΤΤΙΚΗΣ ΔΡΑΠΕΤΣΩΝΑΣ"
05046,1828,"ΑΤΤΙΚΗΣ ΔΡΟΣΙΑΣ"
05048,933,"ΑΤΤΙΚΗΣ ΕΚΑΛΗΣ"
05049,4122,"ΑΤΤΙΚΗΣ ΕΛΕΥΣΙΝΟΣ"
05050,3435,"ΑΤΤΙΚΗΣ ΕΛΛΗΝΙΚΟΥ"
05052,1286,"ΑΤΤΙΚΗΣ ΖΕΦΥΡΙΟΥ"
05053,8440,"ΑΤΤΙΚΗΣ ΖΩΓΡΑΦΟΥ"
05054,11265,"ΑΤΤΙΚΗΣ ΗΛΙΟΥΠΟΛΕΩΣ"
05055,8804,"ΑΤΤΙΚΗΣ ΗΡΑΚΛΕΙΟΥ"
05056,1277,"ΑΤΤΙΚΗΣ ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ"
05057,12447,"ΑΤΤΙΚΗΣ ΙΛΙΟΥ"
05058,4818,"ΑΤΤΙΚΗΣ ΚΑΙΣΑΡΙΑΝΗΣ"
05062,5049,"ΑΤΤΙΚΗΣ ΚΑΜΑΤΕΡΟΥ"
05068,13492,"ΑΤΤΙΚΗΣ ΚΕΡΑΤΣΙΝΙΟΥ"
05069,9184,"ΑΤΤΙΚΗΣ ΚΗΦΙΣΙΑΣ"
05071,8367,"ΑΤΤΙΚΗΣ ΚΟΡΥΔΑΛΛΟΥ"
05074,1086,"ΑΤΤΙΚΗΣ ΚΡΥΟΝΕΡΙΟΥ"
05075,4892,"ΑΤΤΙΚΗΣ ΚΡΩΠΙΑΣ"
05083,1739,"ΑΤΤΙΚΗΣ ΛΥΚΟΒΡΥΣΕΩΣ"
05084,959,"ΑΤΤΙΚΗΣ ΜΑΓΟΥΛΑΣ"
05086,1785,"ΑΤΤΙΚΗΣ ΜΑΝΔΡΑΣ"
05087,1647,"ΑΤΤΙΚΗΣ ΜΑΡΑΘΩΝΟΣ"
05088,5765,"ΑΤΤΙΚΗΣ ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ"
05092,4791,"ΑΤΤΙΚΗΣ ΜΕΛΙΣΣΙΩΝ"
05094,6793,"ΑΤΤΙΚΗΣ ΜΕΤΑΜΟΡΦΩΣΕΩΣ"
05096,4891,"ΑΤΤΙΚΗΣ ΜΟΣΧΑΤΟΥ"
05099,3581,"ΑΤΤΙΚΗΣ ΝΕΑΣ ΕΡΥΘΡΑΙΑΣ"
05100,12506,"ΑΤΤΙΚΗΣ ΝΕΑΣ ΙΩΝΙΑΣ"
05101,3287,"ΑΤΤΙΚΗΣ ΝΕΑΣ ΜΑΚΡΗΣ"
05102,796,"ΑΤΤΙΚΗΣ ΝΕΑΣ ΠΕΝΤΕΛΗΣ"
05103,913,"ΑΤΤΙΚΗΣ ΝΕΑΣ ΠΕΡΑΜΟΥ"
05104,12327,"ΑΤΤΙΚΗΣ ΝΕΑΣ ΣΜΥΡΝΗΣ"
05105,4709,"ΑΤΤΙΚΗΣ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ"
05106,1649,"ΑΤΤΙΚΗΣ ΝΕΑΣ ΧΑΛΚΗΔΟΝΟΣ"
05107,1682,"ΑΤΤΙΚΗΣ ΝΕΟΥ ΨΥΧΙΚΟΥ"
05109,15220,"ΑΤΤΙΚΗΣ ΝΙΚΑΙΑΣ"
05111,2834,"ΑΤΤΙΚΗΣ ΠΑΙΑΝΙΑΣ"
05114,5313,"ΑΤΤΙΚΗΣ ΠΑΛΛΗΝΗΣ"
05115,1838,"ΑΤΤΙΚΗΣ ΠΑΠΑΓΟΥ"
05116,29686,"ΑΤΤΙΚΗΣ ΠΕΙΡΑΙΩΣ"
05117,635,"ΑΤΤΙΚΗΣ ΠΕΝΤΕΛΗΣ"
05118,5152,"ΑΤΤΙΚΗΣ ΠΕΡΑΜΑΤΟΣ"
05120,19525,"ΑΤΤΙΚΗΣ ΠΕΡΙΣΤΕΡΙΟΥ"
05121,10083,"ΑΤΤΙΚΗΣ ΠΕΤΡΟΥΠΟΛΕΩΣ"
05122,3912,"ΑΤΤΙΚΗΣ ΠΕΥΚΗΣ"
05123,2345,"ΑΤΤΙΚΗΣ ΠΙΚΕΡΜΙΟΥ"
05127,2897,"ΑΤΤΙΚΗΣ ΡΑΦΗΝΑΣ"
05128,264,"ΑΤΤΙΚΗΣ ΡΟΔΟΠΟΛΕΩΣ (ΜΠΑΛΑΣ)"
05129,3600,"ΑΤΤΙΚΗΣ ΣΑΛΑΜΙΝΟΣ"
05131,581,"ΑΤΤΙΚΗΣ ΣΕΛΗΝΙΩΝ"
05133,2857,"ΑΤΤΙΚΗΣ ΣΠΑΤΩΝ-ΛΟΥΤΣΑΣ"
05135,467,"ΑΤΤΙΚΗΣ ΣΤΑΜΑΤΑΣ"
05138,2703,"ΑΤΤΙΚΗΣ ΤΑΥΡΟΥ"
05141,1360,"ΑΤΤΙΚΗΣ ΥΜΗΤΤΟΥ"
05142,943,"ΑΤΤΙΚΗΣ ΦΙΛΟΘΕΗΣ"
05145,664,"ΑΤΤΙΚΗΣ ΦΥΛΗΣ"
05146,6313,"ΑΤΤΙΚΗΣ ΧΑΪΔΑΡΙΟΥ"
05147,14500,"ΑΤΤΙΚΗΣ ΧΑΛΑΝΔΡΙΟΥ"
05148,4356,"ΑΤΤΙΚΗΣ ΧΟΛΑΡΓΟΥ"
05149,1312,"ΑΤΤΙΚΗΣ ΨΥΧΙΚΟΥ"
06167,33727,"ΑΧΑΙΑΣ ΠΑΤΡΕΩΝ"
07036,562,"ΒΟΙΩΤΙΑΣ ΚΑΣΤΡΟΥ"
07046,40,"ΒΟΙΩΤΙΑΣ ΛΟΥΤΣΙΟΥ"
07055,1443,"ΒΟΙΩΤΙΑΣ ΟΡΧΟΜΕΝΟΥ"
07057,187,"ΒΟΙΩΤΙΑΣ ΠΑΥΛΟΥ"
08010,2859,"ΓΡΕΒΕΝΩΝ ΓΡΕΒΕΝΩΝ"
08023,514,"ΓΡΕΒΕΝΩΝ ΚΑΡΠΕΡΟΥ"
08069,120,"ΓΡΕΒΕΝΩΝ ΦΕΛΛΙΟΥ"
09002,531,"ΔΡΑΜΑΣ ΑΓΙΟΥ ΑΘΑΝΑΣΙΟΥ"
09014,6302,"ΔΡΑΜΑΣ ΔΡΑΜΑΣ"
09016,564,"ΔΡΑΜΑΣ ΚΑΛΑΜΠΑΚΙΟΥ"
09017,203,"ΔΡΑΜΑΣ ΚΑΛΑΜΩΝΟΣ"
09025,178,"ΔΡΑΜΑΣ ΚΕΦΑΛΑΡΙΟΥ"
09030,529,"ΔΡΑΜΑΣ Μ. ΑΛΕΞΑΝΔΡΟΥ"
10060,456,"ΔΩΔΕΚΑΝΗΣΟΥ ΠΑΤΜΟΥ"
10071,537,"ΔΩΔΕΚΑΝΗΣΟΥ ΣΥΜΗΣ"
11003,11200,"ΕΒΡΟΥ ΑΛΕΞΑΝΔΡΟΥΠΟΛΕΩΣ"
11007,390,"ΕΒΡΟΥ ΑΝΘΕΙΑΣ"
11039,334,"ΕΒΡΟΥ ΛΟΥΤΡΟΥ"
12012,645,"ΕΥΒΟΙΑΣ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ"
12035,1210,"ΕΥΒΟΙΑΣ ΒΑΣΙΛΙΚΟΥ"
12054,1344,"ΕΥΒΟΙΑΣ ΔΡΟΣΙΑΣ"
12116,291,"ΕΥΒΟΙΑΣ ΜΥΤΙΚΑ"
12162,10727,"ΕΥΒΟΙΑΣ ΧΑΛΚΙΔΕΩΝ"
13003,7,"ΕΥΡΥΤΑΝΙΑΣ ΑΓΙΟΥ ΑΝΔΡΕΟΥ"
13011,6,"ΕΥΡΥΤΑΝΙΑΣ ΑΝΙΑΔΑΣ"
13031,1773,"ΕΥΡΥΤΑΝΙΑΣ ΚΑΡΠΕΝΗΣΙΟΥ"
13036,36,"ΕΥΡΥΤΑΝΙΑΣ ΚΛΑΥΣΙΟΥ"
13038,51,"ΕΥΡΥΤΑΝΙΑΣ ΚΟΡΥΣΧΑΔΩΝ (ΚΥΨΕΛΗΣ)"
13046,99,"ΕΥΡΥΤΑΝΙΑΣ ΜΕΓΑΛΟΥ ΧΩΡΙΟΥ"
13050,7,"ΕΥΡΥΤΑΝΙΑΣ ΜΟΥΖΙΛΟΥ"
14012,303,"ΖΑΚΥΝΘΟΥ ΑΡΓΑΣΙΟΥ"
14014,320,"ΖΑΚΥΝΘΟΥ ΒΑΣΙΛΙΚΟΥ"
14021,1621,"ΖΑΚΥΝΘΟΥ ΖΑΚΥΝΘΙΩΝ"
14022,326,"ΖΑΚΥΝΘΟΥ ΚΑΛΑΜΑΚΙΟΥ"
14040,588,"ΖΑΚΥΝΘΟΥ ΠΑΝΤΟΚΡΑΤΟΡΟΣ"
15030,125,"ΗΛΕΙΑΣ ΑΡΕΤΗΣ"
15123,855,"ΗΛΕΙΑΣ ΛΕΧΑΙΝΩΝ"
15135,551,"ΗΛΕΙΑΣ ΜΑΝΟΛΑΔΟΣ"
15149,331,"ΗΛΕΙΑΣ ΝΕΑΣ ΜΑΝΟΛΑΔΟΣ"
15177,6107,"ΗΛΕΙΑΣ ΠΥΡΓΟΥ"
16001,300,"ΗΜΑΘΙΑΣ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ"
16007,351,"ΗΜΑΘΙΑΣ ΒΕΡΓΙΝΗΣ"
16008,7823,"ΗΜΑΘΙΑΣ ΒΕΡΟΙΑΣ"
16041,204,"ΗΜΑΘΙΑΣ ΠΑΛΑΤΙΤΣΙΩΝ"
16057,177,"ΗΜΑΘΙΑΣ ΤΡΙΠΟΤΑΜΟΥ"
17063,20129,"ΗΡΑΚΛΕΙΟΥ ΗΡΑΚΛΕΙΟΥ"
18011,145,"ΘΕΣΠΡΩΤΙΑΣ ΑΣΠΡΟΚΚΛΗΣΙΟΥ"
18026,1788,"ΘΕΣΠΡΩΤΙΑΣ ΗΓΟΥΜΕΝΙΤΣΗΣ"
18072,16,"ΘΕΣΠΡΩΤΙΑΣ ΠΛΑΙΣΙΟΥ"
18081,107,"ΘΕΣΠΡΩΤΙΑΣ ΣΑΓΙΑΔΑΣ"
18095,284,"ΘΕΣΠΡΩΤΙΑΣ ΦΙΛΙΑΤΩΝ"
19003,510,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΑΓΙΑΣ ΤΡΙΑΔΟΣ"
19007,736,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΑΓΙΟΥ ΠΑΥΛΟΥ"
19011,3908,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΑΜΠΕΛΟΚΗΠΩΝ"
19012,74,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΑΝΑΛΗΨΕΩΣ"
19018,1082,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΑΣΒΕΣΤΟΧΩΡΙΟΥ"
19024,802,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΒΑΣΙΛΙΚΩΝ"
19034,3571,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΕΛΕΥΘΕΡΙΟΥ ΚΟΡΔΕΛΙΟΥ"
19036,235,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΕΞΟΧΗΣ"
19039,2190,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΕΥΚΑΡΠΙΑΣ"
19040,11191,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΕΥΟΣΜΟΥ"
19043,3256,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΘΕΡΜΗΣ"
19044,37335,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ"
19045,1940,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΠΡΩΗΝ ΙΩΝΙΑΣ (ΝΕΑ ΜΑΓΝΗΣΙΑ ΚΑΙ ΔΙΑΒΑΤΑ)"
19047,10591,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΚΑΛΑΜΑΡΙΑΣ"
19069,1955,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΜΕΝΕΜΕΝΗΣ"
19073,31,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΜΟΔΙΟΥ"
19074,2717,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΝΕΑΠΟΛΕΩΣ"
19079,827,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΝΕΑΣ ΡΑΙΔΕΣΤΟΥ"
19081,522,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΝΕΟΥ ΡΥΣΙΟΥ"
19083,1171,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΝΕΩΝ ΕΠΙΒΑΤΩΝ"
19091,2413,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΠΑΝΟΡΑΜΑΤΟΣ"
19094,3433,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΠΕΡΑΙΑΣ"
19099,1871,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΠΕΥΚΩΝ"
19100,862,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΠΛΑΓΙΑΡΙΟΥ"
19101,4208,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΠΟΛΙΧΝΗΣ"
19104,5164,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΠΥΛΑΙΑΣ"
19111,5236,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΣΤΑΥΡΟΥΠΟΛΕΩΣ"
19114,4098,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΣΥΚΕΩΝ"
19116,379,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΤΑΓΑΡΑΔΩΝ"
19117,829,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΤΡΙΑΝΔΡΙΑΣ"
19123,971,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΧΟΡΤΙΑΤΗ"
19125,3729,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΩΡΑΙΟΚΑΣΤΡΟΥ"
20023,2269,"ΙΩΑΝΝΙΝΩΝ ΑΝΑΤΟΛΗΣ"
20119,11078,"ΙΩΑΝΝΙΝΩΝ ΙΩΑΝΝΙΤΩΝ"
20139,987,"ΙΩΑΝΝΙΝΩΝ ΚΑΤΣΙΚΑ"
20285,683,"ΙΩΑΝΝΙΝΩΝ ΣΤΑΥΡΑΚΙΟΥ"
21001,71,"ΚΑΒΑΛΑΣ ΑΒΡΑΜΥΛΙΑΣ"
21002,401,"ΚΑΒΑΛΑΣ ΑΓΙΑΣΜΑΤΟΣ"
21003,137,"ΚΑΒΑΛΑΣ ΑΓΙΟΥ ΑΝΔΡΕΟΥ"
21004,24,"ΚΑΒΑΛΑΣ ΑΓΙΟΥ ΚΟΣΜΑ"
21005,151,"ΚΑΒΑΛΑΣ ΑΚΡΟΠΟΤΑΜΟΥ"
21006,186,"ΚΑΒΑΛΑΣ ΑΜΙΣΙΑΝΩΝ"
21007,462,"ΚΑΒΑΛΑΣ ΑΜΥΓΔΑΛΕΩΝΟΣ"
21008,148,"ΚΑΒΑΛΑΣ ΑΝΤΙΦΙΛΙΠΠΩΝ"
21009,51,"ΚΑΒΑΛΑΣ ΑΥΛΗΣ"
21010,63,"ΚΑΒΑΛΑΣ ΓΕΡΟΝΤΑ"
21011,85,"ΚΑΒΑΛΑΣ ΓΡΑΒΟΥΝΗΣ"
21012,118,"ΚΑΒΑΛΑΣ ΔΙΑΛΕΚΤΟΥ"
21013,41,"ΚΑΒΑΛΑΣ ΔΙΠΟΤΑΜΟΥ"
21014,4,"ΚΑΒΑΛΑΣ ΔΥΣΒΑΤΟΥ"
21015,33,"ΚΑΒΑΛΑΣ ΔΩΜΑΤΙΩΝ"
21016,348,"ΚΑΒΑΛΑΣ ΕΛΑΙΟΧΩΡΙΟΥ"
21017,31,"ΚΑΒΑΛΑΣ ΕΛΑΦΟΧΩΡΙΟΥ"
21018,1186,"ΚΑΒΑΛΑΣ ΕΛΕΥΘΕΡΟΥΠΟΛΕΩΣ"
21019,170,"ΚΑΒΑΛΑΣ ΕΛΕΥΘΕΡΩΝ"
21020,255,"ΚΑΒΑΛΑΣ ΕΡΑΤΕΙΝΟΥ"
21021,102,"ΚΑΒΑΛΑΣ ΖΑΡΚΑΔΙΑΣ"
21022,152,"ΚΑΒΑΛΑΣ ΖΥΓΟΥ"
21025,8039,"ΚΑΒΑΛΑΣ ΚΑΒΑΛΑΣ"
21027,726,"ΚΑΒΑΛΑΣ ΚΕΡΑΜΩΤΗΣ"
21028,98,"ΚΑΒΑΛΑΣ ΚΕΧΡΟΚΑΜΠΟΥ"
21029,40,"ΚΑΒΑΛΑΣ ΚΗΠΙΩΝ"
21030,158,"ΚΑΒΑΛΑΣ ΚΟΚΚΙΝΟΧΩΜΑΤΟΣ"
21031,17,"ΚΑΒΑΛΑΣ ΚΟΡΥΦΩΝ"
21032,84,"ΚΑΒΑΛΑΣ ΚΡΥΟΝΕΡΙΟΥ"
21033,43,"ΚΑΒΑΛΑΣ ΛΕΚΑΝΗΣ"
21035,13,"ΚΑΒΑΛΑΣ ΛΙΜΝΙΩΝ"
21036,36,"ΚΑΒΑΛΑΣ ΜΑΚΡΥΧΩΡΙΟΥ"
21038,83,"ΚΑΒΑΛΑΣ ΜΕΛΙΣΣΟΚΟΜΕΙΟΥ"
21039,50,"ΚΑΒΑΛΑΣ ΜΕΣΙΑΣ"
21040,57,"ΚΑΒΑΛΑΣ ΜΕΣΟΡΟΠΗΣ"
21041,53,"ΚΑΒΑΛΑΣ ΜΟΥΣΘΕΝΗΣ"
21042,141,"ΚΑΒΑΛΑΣ ΜΥΡΤΟΦΥΤΟΥ"
21043,550,"ΚΑΒΑΛΑΣ ΝΕΑΣ ΗΡΑΚΛEΙΤΣΗΣ"
21044,300,"ΚΑΒΑΛΑΣ ΝΕΑΣ ΚΑΡΒΑΛΗΣ"
21045,506,"ΚΑΒΑΛΑΣ ΝΕΑΣ ΚΑΡΥΑΣ"
21046,990,"ΚΑΒΑΛΑΣ ΝΕΑΣ ΠΕΡΑΜΟΥ"
21047,152,"ΚΑΒΑΛΑΣ ΞΕΡΙΑ"
21048,1030,"ΚΑΒΑΛΑΣ ΟΡΦΑΝΟΥ"
21049,373,"ΚΑΒΑΛΑΣ ΠΑΓΓΑΙΟΥ"
21050,18,"ΚΑΒΑΛΑΣ ΠΑΛΑΙΑΣ ΚΑΒΑΛΑΣ"
21051,178,"ΚΑΒΑΛΑΣ ΠΑΛΑΙΟΧΩΡΙΟΥ"
21053,44,"ΚΑΒΑΛΑΣ ΠΑΡΑΔΕΙΣΟΥ"
21054,131,"ΚΑΒΑΛΑΣ ΠΕΡΝΗΣ"
21055,145,"ΚΑΒΑΛΑΣ ΠΕΤΡΟΠΗΓΗΣ"
21056,349,"ΚΑΒΑΛΑΣ ΠΗΓΩΝ"
21057,4,"ΚΑΒΑΛΑΣ ΠΛΑΤΑΜΩΝΟΣ"
21058,128,"ΚΑΒΑΛΑΣ ΠΛΑΤΑΝΟΤΟΠΟΥ"
21059,174,"ΚΑΒΑΛΑΣ ΠΟΔΟΧΩΡΙΟΥ"
21060,9,"ΚΑΒΑΛΑΣ ΠΟΛΥΝΕΡΟΥ"
21061,98,"ΚΑΒΑΛΑΣ ΠΟΝΤΟΛΙΒΑΔΟΥ (ΝΕΑΣ ΚΩΜΗΣ)"
21065,88,"ΚΑΒΑΛΑΣ ΣΙΔΗΡΟΧΩΡΙΟΥ"
