03029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΚΑΔΙΑΣ ΒΑΓΓΟΥ"
04029,ΛΕΙΤΟΥΡΓΙΑ,"ΑΡΤΑΣ ΚΑΜΠΗΣ"
05029,ΑΝΑΡΤΗΣΗ,"ΑΤΤΙΚΗΣ ΒΑΘΕΟΣ"
07029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΒΟΙΩΤΙΑΣ ΘΕΣΠΙΩΝ"
08029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΓΡΕΒΕΝΩΝ ΚΝΙΔΗΣ"
09029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΡΑΜΑΣ ΛΙΒΑΔΕΡΟΥ"
11029,ΑΝΑΡΤΗΣΗ,"ΕΒΡΟΥ ΚΟΜΑΡΩΝ"
13029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΡΥΤΑΝΙΑΣ ΚΑΛΕΣΜΕΝΟΥ"
19029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΘΕΣΣΑΛΟΝΙΚΗΣ ΒΡΑΧΙΑΣ"
20029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΙΩΑΝΝΙΝΩΝ ΑΝΩ ΛΑΨΙΣΤΗΣ"
21029,ΛΕΙΤΟΥΡΓΙΑ,"ΚΑΒΑΛΑΣ ΚΗΠΙΩΝ"
24029,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΚΕΡΚΥΡΑΣ ΒΙΤΑΛΑΔΩΝ"
27029,ΑΝΑΡΤΗΣΗ,"ΚΟΖΑΝΗΣ ΓΟΥΛΩΝ"
29029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΥΚΛΑΔΩΝ ΒΟΥΡΚΩΤΗΣ"
30029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΚΩΝΙΑΣ ΑΣΩΠΟΥ"
31029,ΑΝΑΡΤΗΣΗ,"ΛΑΡΙΣΑΣ ΓΑΛΑΝΟΒΡΥΣΗΣ"
32029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΣΙΘΙΟΥ ΚΑΛΟΥ ΧΩΡΙΟΥ"
33029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΕΣΒΟΥ ΚΑΠΗΣ"
34029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΕΥΚΑΔΑΣ ΝΕΟΧΩΡΙΟΥ"
36029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΜΕΣΣΗΝΙΑΣ ΑΝΘΕΙΑΣ"
37029,ΛΕΙΤΟΥΡΓΙΑ,"ΞΑΝΘΗΣ ΠΗΓΑΔΙΩΝ"
38029,ΛΕΙΤΟΥΡΓΙΑ,"ΠΕΛΛΑΣ ΕΔΕΣΣΗΣ"
40029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΠΡΕΒΕΖΑΣ ΛΙΒΑΔΑΡΙΟΥ"
41029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΡΕΘΥΜΝΗΣ ΑΡΧΑΙΑ ΕΛΕΥΘΕΡΝΑ"
42029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΡΟΔΟΠΗΣ ΠΑΝΔΡΟΣΟΥ"
44029,ΑΝΑΡΤΗΣΗ,"ΣΕΡΡΩΝ ΒΑΜΒΑΚΟΦΥΤΟΥ"
45029,ΑΝΑΡΤΗΣΗ,"ΤΡΙΚΑΛΩΝ ΓΟΜΦΩΝ"
48029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΦΩΚΙΔΑΣ ΕΡΑΤΕΙΝΗΣ"
51029,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΧΙΟΥ ΠΑΡΜΠΑΡΙΑΣ"
01030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ ΑΝΑΛΗΨΕΩΣ"
03030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΚΑΔΙΑΣ ΒΑΛΤΕΣΙΝΙΚΟΥ"
08030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΓΡΕΒΕΝΩΝ ΚΟΚΚΙΝΙΑΣ"
09030,ΛΕΙΤΟΥΡΓΙΑ,"ΔΡΑΜΑΣ Μ. ΑΛΕΞΑΝΔΡΟΥ"
10030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΩΔΕΚΑΝΗΣΟΥ ΚΑΡΠΑΘΟΥ"
11030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΒΡΟΥ ΚΟΡΝΟΦΩΛΕΑΣ"
12030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΒΟΙΑΣ ΑΥΛΩΝΑΡΙΟΥ"
13030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΡΥΤΑΝΙΑΣ ΚΑΡΙΤΣΗΣ ΚΑΡΠΕΝΗΣΙΟΥ"
16030,ΑΝΑΡΤΗΣΗ,"ΗΜΑΘΙΑΣ ΛΥΚΟΓΙΑΝΝΗΣ"
17030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΗΡΑΚΛΕΙΟΥ ΑΧΕΝΤΡΙΑ"
18030,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΘΕΣΠΡΩΤΙΑΣ ΚΑΡΙΩΤΙΟΥ"
20030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΙΩΑΝΝΙΝΩΝ ΑΝΩ ΠΕΔΙΝΩΝ"
21030,ΛΕΙΤΟΥΡΓΙΑ,"ΚΑΒΑΛΑΣ ΚΟΚΚΙΝΟΧΩΜΑΤΟΣ"
22030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΡΔΙΤΣΑΣ ΒΡΑΓΚΙΑΝΩΝ"
24030,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΚΕΡΚΥΡΑΣ ΒΟΥΝΙΑΤΑΔΩΝ"
25030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΕΦΑΛΛΗΝΙΑΣ ΚΟΘΡΕΑ"
26030,ΑΝΑΡΤΗΣΗ,"ΚΙΛΚΙΣ ΚΑΡΠΗΣ"
27030,ΑΝΑΡΤΗΣΗ,"ΚΟΖΑΝΗΣ ΔΑΜΑΣΚΗΝΙΑΣ"
30030,ΛΕΙΤΟΥΡΓΙΑ,"ΛΑΚΩΝΙΑΣ ΑΦΙΣΙΟΥ"
32030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΣΙΘΙΟΥ ΚΑΜΙΝΑΚΙΟΥ"
35030,ΑΝΑΡΤΗΣΗ,"ΜΑΓΝΗΣΙΑΣ ΔΡΑΚΕΙΑΣ"
36030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΜΕΣΣΗΝΙΑΣ ΑΝΘΟΥΣΗΣ"
37030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΞΑΝΘΗΣ ΠΟΛΥΣΙΤΟΥ"
39030,ΛΕΙΤΟΥΡΓΙΑ,"ΠΙΕΡΙΑΣ ΜΑΚΡΥΓΙΑΛΟΥ"
42030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΡΟΔΟΠΗΣ ΠΕΛΑΓΙΑΣ"
43030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΣΑΜΟΥ ΜΥΤΙΛΗΝΙΩΝ"
44030,ΑΝΑΡΤΗΣΗ,"ΣΕΡΡΩΝ ΒΕΡΓΗΣ"
48030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΦΩΚΙΔΑΣ ΕΥΠΑΛΙΟΥ"
50030,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΧΑΝΙΩΝ ΓΑΒΑΛΟΧΩΡΙΟΥ"
01031,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ ΑΝΘΟΦΥΤΟΥ"
03031,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΚΑΔΙΑΣ ΒΑΛΤΕΤΣΙΟΥ"
04031,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΤΑΣ ΚΑΤΑΡΡΑΚΤΟΥ"
05031,ΑΝΑΡΤΗΣΗ,"ΑΤΤΙΚΗΣ ΒΑΡΝΑΒΑ"
09031,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΡΑΜΑΣ ΜΑΚΡΥΠΛΑΓΙΟΥ"
10031,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΩΔΕΚΑΝΗΣΟΥ ΚΑΣΟΥ"
11031,ΑΝΑΡΤΗΣΗ,"ΕΒΡΟΥ ΚΟΥΦΟΒΟΥΝΟΥ"
12031,ΑΝΑΡΤΗΣΗ,"ΕΥΒΟΙΑΣ ΑΦΡΑΤΙΟΥ"
13031,ΛΕΙΤΟΥΡΓΙΑ,"ΕΥΡΥΤΑΝΙΑΣ ΚΑΡΠΕΝΗΣΙΟΥ"
14031,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΖΑΚΥΝΘΟΥ ΛΑΓΩΠΟΔΟΥ"
16031,ΑΝΑΡΤΗΣΗ,"ΗΜΑΘΙΑΣ ΜΑΚΡΟΧΩΡΙΟΥ"
17031,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΗΡΑΚΛΕΙΟΥ ΑΧΛΑΔΑΣ"
18031,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΘΕΣΠΡΩΤΙΑΣ ΚΑΡΤΕΡΙΟΥ"
22031,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΡΔΙΤΣΑΣ ΓΕΛΑΝΘΗΣ"
23031,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΣΤΟΡΙΑΣ ΚΥΨΕΛΗΣ"
25031,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΕΦΑΛΛΗΝΙΑΣ ΚΟΜΙΤΑΤΩΝ"
26031,ΑΝΑΡΤΗΣΗ,"ΚΙΛΚΙΣ ΚΑΣΤΑΝΕΡΗΣ"
30031,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΚΩΝΙΑΣ ΒΑΘΕΙΑΣ"
31031,ΑΝΑΡΤΗΣΗ,"ΛΑΡΙΣΑΣ ΓΕΡΑΝΙΩΝ"
33031,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΕΣΒΟΥ ΚΑΣΠΑΚΑ"
36031,ΛΕΙΤΟΥΡΓΙΑ,"ΜΕΣΣΗΝΙΑΣ ΑΝΤΙΚΑΛΑΜΟΥ"
39031,ΛΕΙΤΟΥΡΓΙΑ,"ΠΙΕΡΙΑΣ ΜΕΘΩΝΗΣ"
40031,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΠΡΕΒΕΖΑΣ ΛΟΥΤΣΗΣ"
41031,ΛΕΙΤΟΥΡΓΙΑ,"ΡΕΘΥΜΝΗΣ ΑΤΣΙΠΟΠΟΥΛΟΥ"
42031,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΡΟΔΟΠΗΣ ΠΟΛΥΑΝΘΟΥ"
45031,ΑΝΑΡΤΗΣΗ,"ΤΡΙΚΑΛΩΝ ΓΡΙΖΑΝΟΥ"
03041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΚΑΔΙΑΣ ΒΛΗΣΙΔΙΑΣ"
05041,ΛΕΙΤΟΥΡΓΙΑ,"ΑΤΤΙΚΗΣ ΓΛΥΦΑΔΑΣ"
06041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΧΑΙΑΣ ΒΑΛΙΜΙΤΙΚΩΝ"
09041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΡΑΜΑΣ ΜΥΛΟΠΟΤΑΜΟΥ"
11041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΒΡΟΥ ΛΥΡΑΣ"
12041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΒΟΙΑΣ ΒΟΥΤΑ"
14041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΖΑΚΥΝΘΟΥ ΠΗΓΑΔΑΚΙΩΝ"
15041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΗΛΕΙΑΣ ΒΑΣΙΛΑΚΙΟΥ"
17041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΗΡΑΚΛΕΙΟΥ ΓΑΖΙΟΥ"
18041,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΘΕΣΠΡΩΤΙΑΣ ΚΟΡΙΤΙΑΝΗΣ"
19041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΘΕΣΣΑΛΟΝΙΚΗΣ ΖΑΓΚΛΙΒΕΡΙΟΥ"
20041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΙΩΑΝΝΙΝΩΝ ΑΣΠΡΟΧΩΡΙΟΥ"
21041,ΛΕΙΤΟΥΡΓΙΑ,"ΚΑΒΑΛΑΣ ΜΟΥΣΘΕΝΗΣ"
22041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΡΔΙΤΣΑΣ ΕΛΛΗΝΟΚΑΣΤΡΟΥ"
23041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΣΤΟΡΙΑΣ ΜΕΛΑ"
25041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΕΦΑΛΛΗΝΙΑΣ ΜΕΣΟΒΟΥΝΙΩΝ"
29041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΥΚΛΑΔΩΝ ΕΓΓΑΡΩΝ"
30041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΚΩΝΙΑΣ ΒΡΕΣΘΕΝΩΝ"
32041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΣΙΘΙΟΥ ΛΑΣΤΡΟΥ"
33041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΕΣΒΟΥ ΛΕΠΕΤΥΜΝΟΥ"
35041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΜΑΓΝΗΣΙΑΣ ΚΕΡΑΣΕΑΣ"
36041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΜΕΣΣΗΝΙΑΣ ΑΡΤΙΚΙΟΥ"
39041,ΑΝΑΡΤΗΣΗ,"ΠΙΕΡΙΑΣ ΠΑΛΑΙΟΥ ΚΕΡΑΜΙΔΙΟΥ"
41041,ΛΕΙΤΟΥΡΓΙΑ,"ΡΕΘΥΜΝΗΣ ΓΕΡΑΝΙΟΥ"
43041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΣΑΜΟΥ ΣΚΟΥΡΑΙΙΚΩΝ"
44041,ΑΝΑΡΤΗΣΗ,"ΣΕΡΡΩΝ ΕΛΑΙΩΝΟΣ"
45041,ΑΝΑΡΤΗΣΗ,"ΤΡΙΚΑΛΩΝ ΕΛΕΥΘΕΡΟΧΩΡΙΟΥ"
47041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΦΛΩΡΙΝΑΣ ΚΡΥΣΤΑΛΛΟΠΗΓΗΣ"
48041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΦΩΚΙΔΑΣ ΚΕΡΑΣΕΩΝ"
50041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΧΑΝΙΩΝ ΕΠΑΝΩΧΩΡΙΟΥ"
51041,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΧΙΟΥ ΨΑΡΩΝ"
03042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΚΑΔΙΑΣ ΒΟΥΝΟΥ"
04042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΤΑΣ ΚΟΡΩΝΗΣΙΑΣ"
05042,ΑΝΑΡΤΗΣΗ,"ΑΤΤΙΚΗΣ ΓΡΑΜΜΑΤΙΚΟΥ"
06042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΧΑΙΑΣ ΒΑΛΤΑΣ"
09042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΡΑΜΑΣ ΝΕΡΟΦΡΑΚΤΟΥ"
11042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΒΡΟΥ ΜΑΚΡΗΣ"
12042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΒΟΙΑΣ ΒΡΥΣΗΣ"
13042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΡΥΤΑΝΙΑΣ ΛΙΘΟΧΩΡΙΟΥ"
14042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΖΑΚΥΝΘΟΥ ΠΛΑΝΟΥ"
16042,ΑΝΑΡΤΗΣΗ,"ΗΜΑΘΙΑΣ ΠΑΤΡΙΔΟΣ"
17042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΗΡΑΚΛΕΙΟΥ ΓΑΛΙΦΑΣ"
18042,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΘΕΣΠΡΩΤΙΑΣ ΚΟΥΚΟΥΛΙΩΝ"
20042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΙΩΑΝΝΙΝΩΝ ΑΣΦΑΚΑΣ"
21042,ΛΕΙΤΟΥΡΓΙΑ,"ΚΑΒΑΛΑΣ ΜΥΡΤΟΦΥΤΟΥ"
23042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΣΤΟΡΙΑΣ ΜΕΛΑΝΘΙΟΥ"
25042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΕΦΑΛΛΗΝΙΑΣ ΜΕΤΑΞΑΤΩΝ"
26042,ΑΝΑΡΤΗΣΗ,"ΚΙΛΚΙΣ ΜΑΝΔΡΩΝ"
29042,ΛΕΙΤΟΥΡΓΙΑ,"ΚΥΚΛΑΔΩΝ ΕΜΠΟΡΕΙΟΥ"
30042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΚΩΝΙΑΣ ΓΕΡΑΚΙΟΥ"
31042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΡΙΣΑΣ ΔΙΛΟΦΟΥ (ΛΑΡΙΣΗΣ)"
39042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΠΙΕΡΙΑΣ ΠΑΝΤΕΛΕΗΜΟΝΟΣ (ΠΛΑΤΑΜΩΝΟΣ)"
41042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΡΕΘΥΜΝΗΣ ΓΟΥΛΕΔΙΑΝΩΝ"
43042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΣΑΜΟΥ ΣΠΑΘΑΡΑΙΩΝ"
44042,ΑΝΑΡΤΗΣΗ,"ΣΕΡΡΩΝ ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ"
45042,ΑΝΑΡΤΗΣΗ,"ΤΡΙΚΑΛΩΝ ΕΛΛΗΝΟΚΑΣΤΡΟΥ"
47042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΦΛΩΡΙΝΑΣ ΚΩΤΑ"
48042,ΛΕΙΤΟΥΡΓΙΑ,"ΦΩΚΙΔΑΣ ΚΙΡΡΑΣ"
50042,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΧΑΝΙΩΝ ΕΠΙΣΚΟΠΗΣ"
01043,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ ΑΧΛΑΔΟΚΑΣΤΡΟΥ"
02043,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΓΟΛΙΔΑΣ ΜΑΛΑΝΤΡΕΝΙΟΥ"
04043,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΤΑΣ ΚΟΥΚΟΥΛΙΩΝ"
05043,ΛΕΙΤΟΥΡΓΙΑ,"ΑΤΤΙΚΗΣ ΔΑΦΝΗΣ"
09043,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΡΑΜΑΣ ΝΙΚΗΦΟΡΟΥ"
11043,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΒΡΟΥ ΜΑΝΔΡΑΣ"
12043,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΒΟΙΑΣ ΓΑΒΑΛΑ"
13043,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΡΥΤΑΝΙΑΣ ΜΑΡΑΘΕΑΣ"
16043,ΑΝΑΡΤΗΣΗ,"ΗΜΑΘΙΑΣ ΠΛΑΤΑΝΟΥ"
18043,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΘΕΣΠΡΩΤΙΑΣ ΚΟΥΡΕΜΑΔΙΟΥ"
21043,ΛΕΙΤΟΥΡΓΙΑ,"ΚΑΒΑΛΑΣ ΝΕΑΣ ΗΡΑΚΛEΙΤΣΗΣ"
22043,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΡΔΙΤΣΑΣ ΕΡΜΗΤΣΙΟΥ"
23043,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΣΤΟΡΙΑΣ ΜΕΛΙΣΣΟΤΟΠΟΥ"
24043,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΚΕΡΚΥΡΑΣ ΚΑΛΑΦΑΤΙΩΝΩΝ"
